,label,text
1000,0,"In a crowd of young people at a bar, a man stands displaying the rock and roll sign. A man is making a ""rock"" gesture while standing on a stool in a crowded bar. A single man in a black t-shirt standing above the crowd at a busy bar. People enjoying drinks in a crowded bar. ||| The group assembling."
1001,2,The woman leans over and takes a bite of food from her plate. A woman is eating at a table as people walk by. A young woman eating salad bent over a table. A woman in a black shirt eating a salad. ||| Woman preparing a dish.
1002,2,A little boy wearing an adult-size cap is laughing and enjoying a popsicle. This small boy is eating color ice creme in the stick. A little boy in an oversized cap is eating a Popsicle. A little kid is holding a frozen pop. ||| Some women laughing.
1003,1,A man in a gray and white striped hood points a camera at a blond woman in a striped bikini. A warmly dressed male photographer is taking pictures of a cold bikini model at the beach. The man with the camera is taking a picture of a lady in a bikini. Girl dancing on the beach. ||| An artist takes photos.
1004,2,A group of old and young people standing in a dirt field with a herd of sheep against a deep blue sky. A group of people both adult and children stand around a bunch of sheep. Four children and a woman are tending sheep in an arid location. There are a group of people around a heard of sheep. ||| A parent sitting.
1005,0,"Five Women, wearing beautiful, colorful saris, in a circle, dancing with their hands raised and touching. Five young Indian girls dress in colorful dresses are holding hands and smiling forming a circle Five ladies dressed in vibrant colors having fun dancing. Indian women joining hands in a traditional dance. ||| Women doing some type."
1006,1,"There are four girls three in a dress and on in jeans and a shirt. Girls, who are all dressed in dresses, dance in a dark room. Three women dancing at a crowded nightclub. Young women at a dance club. ||| A group having fun."
1007,0,The man sitting seems to be reading while waiting for the bus while the people in the background seem to blend in with the landscape. A calm street corner with a man sitting on a stool looking at something on a small platform. A man is sitting down and drawing on a public street. A man on a street corner works on a drawing. ||| A man sitting in front of his computer.
1008,2,A person in a Statue of Liberty costume with shades stands motionless in a crowd of people. A human statute dressed as the Statute of Liberty stands among a crowd. Man looking at The Statue of Liberty with sunglasses on. A mock Statue of Liberty is standing in the crowd. ||| Workman standing.
1009,1,"A woman in a red coat is smiling, while people in the background are walking around in winter clothing. A woman wearing a red coat smiles down at the camera. The woman in a red jacket is smiling at the camera. A girl in a red jacket, surrounded by people. ||| A woman poses."
1010,2,People are sitting in the stands at a sporting event while other people are standing out on the playing field. Soccer players introduced in the middle of the field A crowd gathers in the middle of a sporting event. A team warming up for a soccer match. ||| Men get their pictures taken.
1011,2,There 's a man in a wheelchair who is stationed on a street corner with a guitar and an amp. An older male is playing a guitar on a wheelchair in a city street. A middle-age man in a wheelchair playing guitar on the streets. A man in a wheelchair plays his guitar on a sidewalk. ||| A man chases.
1012,2,A brown and black dog and a white dog are wrestling on the carpet. A large white dog and a smaller brown dog fight. A white dog opens its mouth near a smaller dog. A white dog plays with a brown dog on carpet. ||| Two dogs playing in a grassy field.
1013,0,A young man stands outdoors in front of electronic equipment with his arms folded while another man in the background wears headphones. A man crosses his arms in front of his chest while standing in front of a turntable where a DJ is playing. A smiling man with his arms crossed is listening to a giant boom box. Man looks at old school boom box. ||| An African American man standing.
1014,2,A male wearing a blue shirt is holding a cup in hand while staring at the camera. A man with a Mohawk smiles at the camera. A man with a Mohawk is holding a cup. A man in a short Mohawk and beard. ||| A man taking a picture of another man.
1015,1,A closeup of a young boy with a green shirt and brown hair looking down and to his right against a blurred grassy backdrop. A young boy wearing a green t-shirt is looking away from the photographer. A child in a green shirt is looking at something that is out of the frame. A young boy in a green shirt is looking down and slightly smiling. ||| A child gazes.
1016,1,A little girl in pink shirt looking at the camera while helping the woman in blue shirt bake. A woman and a little girl are preparing food. A baby girl in pink cooking with her mom. A woman and a little girl baking. ||| A child helps her parent.
1017,1,"A bride with a tattoo, large earrings, and a red sash mingles with guests. A man and women at their wedding reception talking with friends and family. A bride on her wedding day wearing her orange belt. A bride and her groom smiling. ||| A partner talking."
1018,1,"A white and brown dog is standing on its back legs next to a woman and a table with a gingerbread house on it. A white and brown spotted dog, standing on its hind legs in front of a woman and a cake. The brown and white dog is standing up on its hind legs. A dog stands on his hind legs for a lady in purple. ||| Dogs wait."
1019,2,"A child is doing an activity involving a circular disk with radiating lines on it (in red and blue, a glue stick, and cut-out numbers. A small child in a blue and black striped shirt works on a craft project, a paper circle decorated with blue and red lines. Young boy uses glue stick to paste numbers onto a circular design. A brown-haired boy gluing numbers on a homemade clock. ||| A child cutting something."
1020,0,"Four guys sitting around a table with two candles and glasses full of beer. A group of four men drink bear and chat at a food establishment. A group of four men are sitting at a table drinking beer. These four Men are Relaxing, and having a few Drinks. ||| A man stands out."
1021,2,The man sitting seems to be reading while waiting for the bus while the people in the background seem to blend in with the landscape. The old man is sitting alone in the park possibly eating a snack or lunch. A man is sitting down and drawing on a public street. A man on a street corner works on a drawing. ||| Men rafting.
1022,2,Two brown-haired men are wearing blue jeans and standing in front of a parked blue semi-truck. Two men exchange hello 's while a truck waits for them to move. Blue semi truck and two gentleman standing in front of it. A bright blue semi truck parked in a square. ||| A man skateboarding.
1023,2,A man is tossing an onion in the air as he prepares to slice it. A young man is tossing an onion in the air as he cooks. A man is tossing an onion in the air in the kitchen. Man tossing an onion in the kitchen. ||| A man sitting.
1024,2,"A young boy, the goalie on a soccer team, about to block a goal by the other team. An adorable child leaping to block a soccer ball from entering the goal. A boy is playing soccer on a playground. A little boy running for a ball. ||| A hockey player scores against a player."
1025,0,"Many people are gathered on the side of a road with camera watching whatever is oncoming. A crowd of people behind the fence waiting with cameras ready for something approaching. A group of people are standing behind a fence, many are taking photographs. Police and the crowd look on in Asia. ||| Men both standing."
1026,2,"A woman and a child sit together in a door frame along a gray sidewalk, as a man and two women walk past. A man in a leather coat is walking down a brick sidewalk next to a woman wearing a colorful blue dress. An old woman in a blue dress and a young child sit in a doorway while others walk by. People walking a sitting in the city streets. ||| A man asking."
1027,2,A man tends a grill full of cooking chicken parts as another man in a white apron looks on. A man flips barbecue chicken legs while another chef watches. One cook watching another cook grill chicken. A man is watching another man as he cooks. ||| A man cooking food in a pan.
1028,1,A motorcycle racer riding a yellow motorcycle with the number 33 is passing a green banner with the Kawasaki logo. There is a rider on a dirt bike in race gear on a paved track. A motocross biker rides mid-turn in the middle of a race. A man riding a dirt bike on a racetrack. ||| A group races each other.
1029,1,"A group of people, of all ages, listening to a concert being performed by a solo practitioner. A woman playing a guitar in front of a group of people standing outside. A woman, playing music, smiles as a crowd surrounds her. A woman performing with a guitar on a crowded street. ||| A crowd gathers."
1030,1,A black dog carries a bird in its mouth as it jumps over a fence. The black dog is jumping over a fence with a bird in its mouth. A black dog jumping a wire fence with a dead bird in his mouth. A dog trying to jump a wire fence with something in his mouth. ||| A dog holding an animal in its mouth.
1031,2,There are four people dressed in warm clothes sitting in the snow in front of a huge piece of ice. Four people sitting in the snow at the base of a frozen waterfall. A group poses for a picture in front of a frozen waterfall. Four people crouched near an ice formation. ||| Two boys posing for a picture.
1032,1,Woman in blue workout attire and helmet rides through dirt path A woman is riding down a dirt trail on her bike. Man riding a bike down a dirt hill. A woman biking downhill. ||| A woman bicycling.
1033,1,Six men in work jumpsuits and one man in an orange jumpsuit are walking next to green and red loading docks. Six men in blue jumpsuits and a man in an orange jumpsuit walk by a shipyard. A group of men in jumpsuits walk along the dock of the Bumi Jaya. Six Men dressed in blue and one man dressed in orange walking. ||| Workers walking.
1034,2,A man in a white outfit is standing in a leaning forward position with other people in similar outfits standing in the background. A group of people in white sports outfits are gathered together while one of them performs a dance. Black man does the flatulence dance and lets loose in front of some islanders. A group of men and women dancing outside. ||| A man doing some kind of work.
1035,1,A man in a green polo plays guitar in front of a window. A small band performs inside of a bar. Small band playing at front of pub. A band plays in a bar setting ||| A man plays an instrument with performers.
1036,1,A man performs a trick on a yellow bike in a skate park covered in graffiti. A lone bicyclist wearing a helmet jumping a graffitied concrete ramp. The bicyclist has both wheels off the ground. A bicyclist doing a jump. ||| A biker doing a trick.
1037,1,A man is standing at the front of a conference room with people sitting at rows of tables next to a table with a laptop and projector. A man stands beside a projector in a dimly lit conference room while some people who are wearing dress shirts are talking. A man is standing by a table in a banquet room filled with people and tables. A dining room full of people eating and a waiter serving them. ||| A group watches a presentation.
1038,2,"A smiling man in a blue shirt and straw hat is standing inside a brick structure. A man dressed in a cowboy hat and a blue unbuttoned shirt is smiling in a shed. A smiling worker, in a cowboy hat, doing masonry. A rural Mexican amigo posing for a photo. ||| Men having a discussion."
1039,1,A skateboarder does a tailslide down the side of a railing over some stairs A young man in a black shirt and brown pants is skateboarding. A young man is skateboarding down the railing of some stairs. A skateboarder skateboarding. ||| A skateboarder skates.
1040,1,An Asian man with a blue shirt and brown pants rides a motorcycle. A man in a blue shirt riding a motorcycle in Japan. A young man in blue short rides a motorcycle. An Asian man riding a motorcycle. ||| A man sits.
1041,1,A dog wears an embellished bow while laying on a couch in the sunlight. A dog has its photo taken with a big bow made of ribbon on its head. A white dog has a red handkerchief over its face with gold stars. A dog with something on his or her head. ||| Dog sitting.
1042,2,Some young men looking over the edge of a bridge on a sunny day. The boys are having fun jumping off the bridge into the water. A man is sitting on a wooden guard rail at a beach. Boys look over a bridge on to a lake. ||| Children standing in front of a building.
1043,2,Several smiling people of varying ages sitting around a table with glasses of beer in front of them. A group of people are sitting at a table which has glasses of beer on it. A group of people at a table with glasses of beer smiling. We drank so much even Uncle Henry was smiling. ||| Two men sitting.
1044,0,A person in orange pants is doing tricks on a snowboard while a person in a yellow cap watches. A person sits on a snowbank watching a snowboarder take a high leap. Snowboarder performing a trick high in the air in a snowy area. A person watches as a snowboarder does a fancy trick in the air ||| A guy watching another guy.
1045,0,"A woman dances in a colorful dress, engaged in a writhing dance taught to her by her elders. A colorfully clothed woman dances to the beat of the drummer shown in the background. Indian woman in beautiful clothing dancing along to music. A woman dancing in with skill in a foreign country. ||| A man playing a drum."
1046,1,Someone building some type of wall while wearing a hat and smiling. A black male in a dirty white long-sleeved shirt is working. A man is smiling to take the photograph as he is working. A man wearing a hat is doing some work. ||| Man standing.
1047,0,Woman in a black shirt and black headband looks at the camera while people sit at a restaurant in the background. A young girl wearing a black t-shirt with necklaces and bracelets walks near an outdoor cafe. The young lady is carrying a shoulder bag and wearing a bandanna. A young girl shies away from the cameraman. ||| A woman standing outside.
1048,2,"A man and a couple of women preparing a yellow vehicle with supplies to take to a destination. Outside a rundown building, three people load a yellow car, piling objects high on the roof. This appears to be a family who is evacuating or leaving their residence. A man hoisting goods on a small car. ||| Two men are outside."
1049,2,"A man in sunglasses, a red hard hat, black t-shirt and brown jacket holds his fist in the air in front of a large crowd. A man wearing a helmet has his hand up in the air and is shouting in a similar way as the crowd behind him. A man chanting with a raised fist wearing a hat and jeans. A man is protesting in a hard hat. ||| A man thrown to the ground."
1050,0,A little boy in taxi-cab checkered pants and a brown shirt is mixing red paint in a black container. A young boy in checkered pants places a red shirt in a black tub. A young boy in a gown mixing paint with odd colored pants. A young boy reaching for something in a black plastic bin. ||| A child learning.
1051,1,Two girls are using a flip chart whilst talking to some younger children. A pair of young women with an easel give a lecture to a young audience. Two young women perform near handwritten notice as little girls watch. Two young women with a large piece of paper. ||| Women doing a presentation.
1052,0,Man playing violin in front of people in what seems to be a bar. A man playing the violin in a local business. A violinist playing at a local bar. A man playing a violin in a bar. ||| An older man plays instrument.
1053,1,A man is holding a guitar with a light shining behind him. A male musician is playing guitar for a show on stage. A man plays his red guitar under the spotlight. This man is playing an electric guitar. ||| Friends play instruments.
1054,1,"A little girl in a blue dress sitting on a park bench, sticking out her tongue. The little girl in the blue dress is sitting on a wooden bench. A little girl sticking her tongue out in a bench A girl sticks out her tongue on a bench. ||| A child making a face."
1055,0,A few people waiting around at a train stop Three people stand on the sidewalk. Five people standing on a sidewalk Five people on a sidewalk. ||| Girls wait.
1056,1,"A little girl in a red shirt is suspended in midair on a contraption, as a man wearing white shorts looks up at her. A girl is bouncing in the air while connected to safety ropes. Three trampolines sit below a bungee swing contraption. A young girl in red is on a bungee jump ride. ||| A child jumps."
1057,0,A man with a green t-shirt and beard is carrying a backpack while standing next to a woman wearing a white sleeveless blouse and a purse. Woman in pink and green tank top listens to a man in green carrying a blue backpack. A man in a green shirt inside a large building. A couple of travelers in a train station. ||| Male looks away.
1058,1,An official in a white shirt riding a black and white motorcycle. An older man in a white shirt riding a motorcycle. An older gentleman riding a motorcycle. A policeman is riding a motorcycle. ||| An officer sits.
1059,2,"Boys are selling flowers, drinks, mugs, and other items on the sidewalk. Two street vendors sit on the sidewalk and wait for customers. The street vendors are selling flowers, wine and jam. Kids selling flowers on sidewalk. ||| Men standing still."
1060,1,Many people are walking on the brick walkway between the buildings. Many people are walking down a street surrounded by old buildings. Various people walking down a street with multiple buildings. People walking down a street with tall buildings. ||| Crowd walking.
1061,2,"A blond-haired boy in short, short-sleeve shirt and sandals in overlooking a snowcapped mountain. A boy in a t-shirt and shorts is holding a snowball and facing a snowy mountain. A child in shorts throws a snowball at a mountain. A boy preparing to throw a snowball ||| A boy standing on the stairs."
1062,0,Wrestler spinning outside of the rink toward fellow wrestler. A professional wrestler falls outside the ring. A wrestler jumps over the ropes. Two wrestlers and a referee. ||| Two fighters landing punches.
1063,1,A bride and groom being photographed on a stairway in a very public area. A large group of people surrounding a bride and groom taking photos. Public wedding event with photographers. A bride and man in a tuxedo on stairs. ||| Partners standing.
1064,0,"Picture of high school wrestlers, two (both male- one white, the other black , while one flips the other. Two wrestlers get down and dirty on the mat in this intense match experience. Two wrestlers are fighting, the wrestler in blue has the advantage. Two men in wrestling uniforms and gear are wrestling in an gym. ||| Guys having fun."
1065,1,Two people walk down a brick sidewalk by a yellow and white building. Two young people are walking outside past a two-toned wall. Two people wearing backpacks walking alongside a building. Two people walking together beside a yellow building. ||| Children walking down a street.
1066,0,An older woman and a child are playing the board game Monopoly and the child appears frustrated. A woman wearing a brown sweater and a young boy wearing a yellow shirt are playing monopoly. A boy in a yellow shirt has his eyes closed in front of the game Monopoly. A boy regretting playing a board game. ||| A child covering his face.
1067,0,A girl in a pink shirt smiles as she walks by a bright pink mural of a woman's face. A girl wearing pink walks by a mural of a girl with pink hair. A girl in white pants is walking by a brightly painted wall. A woman in a pink shirt walks in front of a pink mural. ||| A woman poses.
1068,2,Three professional men in suits stand around talking. A white man is speaking with two Indian businessmen. Three men talking at an entrepreneurs convention. Three men in business clothing talking. ||| Man cuts hair.
1069,0,A small group of adult males enjoy a conversation in an architecturally sound building. A group of young males standing around a table. People conversing in a casual setting. People standing in a corner. ||| A group of college students gathering.
1070,1,A woman carries her baby while crossing the street. A woman crosses the street with a baby in her arms. A woman is crossing the street holding a baby. Woman and baby crossing street. ||| A woman walking.
1071,1,Two guys in hats are playing acoustic guitars. Two men playing guitars next to a microphone. Two men are playing acoustic guitars. Two country musicians jamming it up. ||| Performers playing stringed instruments.
1072,1,Two young women are embracing at the side of a road and looking at an mp3 player. Two young women are hugging each other and leaning on a stone wall at the beach. Two females are in an embrace on the street aside a beach. A woman and child hug near a road. ||| Teenage girls standing.
1073,0,A man holding a ball in his hand playing a sport surrounded by the opposing team. A handball player prepares to throw in a sea of defenders. Man in black jersey with ball with man in white jersey A man mid-throw during a handball game. ||| A large crowd watching a game.
1074,1,A bunch of kids are climbing on a tree and hamming it up. Eight tan children making faces in a tree Children posing in a tree Children climb a tree. ||| Children laughing.
1075,2,A woman happily opened her gift and discovers a KitchenAid blender. An older woman in a blue shirt is smiling at a kitchen appliance. A picture of a woman with a box and a baby sitting behind her. A smiling woman in a blue sweater is opening a package. ||| A couple laughing.
1076,2,Eight construction workers high up in the air putting up scaffolding. When struggling to work on scaffolding in humid weather. Eight men work on scaffolding on a cloudless day. Eight Workmen are building a steel scaffold. ||| Men sparring.
1077,0,"The woman in the blue dress is holding out her arm at oncoming traffic. A blond woman in a blue shirt appears to wait for a ride. A woman is signaling is to traffic, as seen from behind. A blond woman is on the street hailing a taxi. ||| A woman thinks."
1078,2,The three young children played with some toilet paper in the grass. A group of young children playing in the grass with toilet paper Young children playing in a pile of toilet paper. Kids having play fight in toilet paper shreds. ||| A child hugging a little boy.
1079,2,"A two girl band entertains at this venue, the lead singer plays electric guitar and the other band member sings backup and plays keyboards. We are singing the popular song for you all. A band with two females playing instruments Two women giving a musical performance. ||| A woman gazes."
1080,2,Lady with short brown hair and a red and white striped shirt with a name tag taking a sip from a cup. The woman in the striped shirt is sipping a beverage while at work. A woman in a red and white striped turtleneck sipping from a cup. A restaurant worker takes a sip of coffee in the kitchen. ||| A couple taking a break.
1081,2,A child in a light and dark green ensemble sits in a chair in front of a typewriter looking off-camera. A young child sits at a desk with a type-writer in front of her. Blond child sitting in a chair in front of an old typewriter. A curious child is seen enjoying a projector. ||| Some children walking.
1082,1,A man with glasses and a gray sweater is laughing. A man in a gray sweater and glasses is laughing. An older man laughs while cruising on a boat. An older man with big teeth laughing ||| A man smiling at something.
1083,2,Two bikers a riding along a street in a marathon as the passersby clap for them. Two men in colorful uniforms bike past a crowd of people. Two men are peddling their bicycles down the street. Two men race bicycles on the street. ||| A group rehearsing.
1084,1,Woman jogging into an odd shaped tunnel that has a decorative fence on the bridge over it. A darkly dressed jogger running towards an overpass on a sunny day. Person in black about to jog under a bridge. A woman is running outside. ||| A runner is about to run.
1085,2,"A Vietnamese man driving a tractor through a dirt ravine while a woman rides on the back. A man and a woman on a tractor the man is driving while the woman rides in the back. Two people ride in vehicle between mud huts, with rice paddies in the background. Southeast Asian couple riding on a tractor through a beach landscape. ||| Women hauling baskets."
1086,2,A man wearing a green long-sleeved shirt is running. The man in the green shirt is running on the field. This young man is determined to win the race. A young man sprinting very quickly. ||| A large group watches a presentation.
1087,2,Female sign holders take refuge under umbrellas during a rainstorm. Event models stand in the rain holding large umbrellas. Three girls with umbrellas standing in the rain. A1 team is standing in the rain. ||| A man standing in a store.
1088,1,A trainer runs next to his dog as it jumps through multiple hoops. A dog is jumping through hoops held by people. A brown dog jumps through three hoops. A dog jumps through a black hula hoop. ||| A medium size dog jumping.
1089,1,An older man in a red sweatshirt stands in front of a group of children sitting on benches in front of him. A man is speaking in front of young children who are seated on picnic tables. Adult male in red hoodie lecturing a group of children outside. A man is giving instructions to several children in a forest. ||| A man talking.
1090,0,"Crowds of people observing a marathon, the London Eye is in the background. A large crowd of people lined up along a roadway watching a race. Excited bystanders in London cheer for the road runner. A crowd watches a race on a rainy day. ||| A woman runs on a street."
1091,0,"A woman in a gray shirt is hunched over, with her arm on her hip. A woman in a gray shirt is looking at something. A woman in a gray shirt is posing for a camera. The girl in the gray shirt has very dark hair. ||| A woman stands."
1092,0,"There is three small children playing and some adults are sitting on the benches. Three children on brick street, near a lamp post, trashcan and some adults. Three children are playing outside and one of them is unhappy. Three children are standing outside with a bird flying by. ||| Children watch an animal."
1093,0,A group of tourists stand around as a lady puts her hand near the mouth of a statue. A woman is making a statue pretend to kiss her hand beside four boys at a bench. Woman gets her hand kissed by living statue street artist. A woman posing with a statue alongside a group of boys ||| Boys sit.
1094,0,"A hot air balloon is filled with twelve different people, all wearing black, blue red or white. A group of people is posing for a photo in a hot air balloon. Twelve people are ready to take off in a hot air balloon. A group of adults are going crabbing on a cloudy day. ||| A large crowd walking."
1095,1,"A band of three, two guitarist and one drummer, putting on a performance. Several people perform in a band consisting of two guitars and drums. A band performs on a small stage with neon lights glowing. A three-piece band is playing a concert. ||| A rock band plays some of their hits."
1096,1,Two musicians in white suits play guitars while surrounded by associated gear and a red curtain. Two men in white suits are playing electric guitars. Two bandmates in white play guitar. Two men in white play guitars. ||| Men playing instruments together.
1097,1,A person sits with their back to a column while another person sits on nearby steps leading down. Someone wearing black shoes and a black jacket lies down at the top of the stairs. Someone sits behind a wall at the top of a set of wooden or cement steps. Two men sitting on the steps and one man sleeping behind them. ||| A man lays his head.
1098,2,"A man with sunglasses and a man in a chartreuse shirt with a beige jacket sit at a table. Two men, one holding a cigarette, sitting at a table outdoors on the street. Two men sitting at a table smoking with a creepy picture in the background. Two men sitting and smoking at a table. ||| A skater sits."
1099,2,Kids playing in the streets while one is holding a gun while an adult woman passes by. A group of kids playing with toy guns in a cobblestone town square. Several mischievous kids play with toy guns in a public area. A group of young boys play with a gun in a city street. ||| An employee stands.
1100,0,A dog standing up on two legs with something in his mouth. A dog is jumping up in the air to catch a toy. Dog jumping up with something in its mouth. A blurry dog inside on a carpet. ||| The player jumps.
1101,2,A woman wearing a floral red skirt and black tank top looks towards the sun near midday. A woman in a red skirt with flowers is walking down the street. A woman with a colorful skirt walking along a path. A woman wearing a colorful dress is walking. ||| A girl looking at something.
1102,0,A woman holds her little white dog and points to a big brown dog at the bottom of the hill. A woman is standing in a green field holding a white dog and pointing at a brown dog. A woman holds a dog while another dog stands nearby in a field. A woman holding a white dog points at a brown dog in the grass. ||| Another dog playing in the yard.
1103,0,A couple of women with long brown hair work on an art project in a room with others doing the same. People in room appear to be working on a project but at the moment eat and drink. Several people working on a project with crafts. Various people enjoying lunch in a cafeteria. ||| Two women sit.
1104,2,"Four men working outdoors squat over a long, thin, white line on the ground, on a surface resembling a tennis court, with one of the men to the left wearing an orange safety vest. Four men are pointing to a measuring stick while crouching. Four men use a measuring tape on a green surface outdoors. A group of men work together to complete a project. ||| Man getting ready."
1105,2,Five people wearing white and black are on a tennis court. A group of men and a woman are on the tennis court. Tennis players are seen conversing on the court. A group to tennis players preparing to play. ||| A crowd waves.
1106,2,"Group singing and dancing on a staged dressed in red, white and blue. A group of people singing and playing musical instruments on stage. A large group in red white and black perform on a stage. People in sailor suits performing a song or dance ||| Two girls sit."
1107,0,A man in all black holds on to a railing while a white dog wraps itself about his legs. A man dressed in black is standing above a white dog. A man in black stands side by side with a white dog. A man dressed in black with a white dog. ||| An officer standing guard.
1108,2,"Elderly male in yellow shirt, surrounded by concrete brick layers atop a mound of sand and dirt. An elderly man is looking at loose brick blocks and holding a pole. A man is standing on top of a cinder block building. A man at a construction site. ||| A man walking."
1109,2,"A man, wearing a black shirt and striped tie, talking on the phone and reviewing paperwork. A man in glasses smiles as he answers the phone in the office. Crazy looking guy hard at work in his cube. An officer worker making a phone call. ||| A long-haired man sits."
1110,2,A man in a white shirt and a woman in a green and white top have a fallen down tower of Jenga blocks in front of them on a white table. A man with glasses and a tie plays Jenga with a woman in a green shirt. A man and woman sit at a table and play Jenga. Two people playing Jenga looking very silly. ||| A man having his eye checked out.
1111,2,A boy in a blue shirt jumps down stairs on a skateboard. A skateboarder jumps his board down a flight of stairs. Skateboarder jumping down stairs of building. A skateboarder sails over white steps. ||| Man wearing jeans.
1112,2,A boy wearing brown swings in a playground against a blue sky. A young sandy blond boy is at a park swinging on the swings. Two children at the height of a swing. A boy swings high under blue sky. ||| A boy does a stunt.
1113,0,A woman in a red shirt is gesturing behind a male in a white shirt. The man in this picture shrugs off his friends sarcastic attitude. A man and a woman inside of a dark location with a drink nearby. A male and female are at a table with a drink. ||| A man sitting by a window.
1114,0,Two young people in a department store roughhousing on a couch. Two young people rough-housing on furniture in a value store. A woman play hitting a man on a couch in a department store. A girl in a red plaid shirt with blue jeans making a fist. ||| A girl sitting on a couch.
1115,2,Two men in blue shirts are talking to each other while four children walk past. Excited children pass their parents on their way from the parking lot. Two men are talking as four kids run by. A bunch of kids having fun and laughing. ||| A group of children playing in a fountain.
1116,2,A girl in a white tank top with bows on it is walking with two other women behind her. Girls in the aftermath of a rainstorm continue on their way. Two wet teenage girls walk around the pool area. A wet girl wearing a white shirt and a necklace. ||| A woman holding a stick.
1117,1,A group of boys in blue and white standing at attention in front of a man in a hat. An old man in army fatigues addresses a line of children standing at attention. Children being directed by military men. Young kids been lecture by a veteran ||| Soldier standing.
1118,2,"A bald man with a tattooed head stands next to a man with a brown t-shirt in front of a transparent awning. A bald man with tattoos on his head a face stands with a man in tan with backs turned to the camera. Two men are standing : one has body modifications and the other is wearing a hat. Two men, one of which is bald, in a bathroom. ||| A man walk across an intersection."
1119,2,People cheer as a bicyclist rides his bike off a ramp A person jumping off a ramp on a bike over a crowd. People cheer as a man rides a BMX bike in midair A topless guy jumping a ramp on a bike. ||| A group poses for a photo.
1120,0,"A middle-aged man stands in wet, unpaved cement with a somewhat puzzled look on his face. A man is smoothing concrete inside a building wearing jeans and a wife-beater. An older man with a dirty shirt is working in construction. An older workman is standing in wet cement with a trowel. ||| A man holding a hose."
1121,1,"People are walking on the street in front of tall buildings at nighttime. Outside in a courtyard, people are walking by in the nighttime A city at night with people walking around. Beautiful place at nighttime. ||| Two ladies walking down a street."
1122,2,"A group of children run through a museum exhibit, toward a large tree trunk. A group of children on a tour through a jungle themed section of a museum. A group of children are playing in a museum. Children running towards a very big tree. ||| Children walking."
1123,1,"A group of three men in white shirts stand near a police van while a man in a black jacket with a white stripe sits on the curb. A man with an injured arm watches three policemen as one addresses the police van driver and two others walk away from the van. The police are on the scene of what ever happened, with a handcuffed man. A police vehicle in an urban area. ||| Men talking."
1124,2,"The two old men are sitting in a room, one of them wears a tan hat and holds a cello case. Two men sitting down inside, one of them holding an instrument case. Two older men sitting at a table, one holding a guitar case The man with the guitar case smiled at the other man. ||| Men swimming."
1125,2,"A man wearing a long-sleeve, blue plaid shirt and tan pants kneels next to a wheeled cart in a garage. A man in a blue, plaid shirt in a garage wearing a protective mask and using a torch on his workbench. A man wearing a flannel shirt is knelt down working in a garage. A man in a plaid shirt works on his knees near a blue truck. ||| Some men performing on a stage."
1126,0,Four people rollerskating with spectators in the background. Four women competitively rollerskating around an area. Women skaters on a skating rink in athletic equipment. Four women rollerblade. ||| A woman leaps.
1127,1,A group of people wait in line in front of a counter. People waiting in line for their favorite beverage. Several people are standing in line at a counter. A group of people in line at a music venue. ||| Customers wait.
1128,1,A construction worker in a blue hard hat does work while standing on metal piping. Construction worker doing his job on scaffolding. A construction worker fits metal pipes together. A worker is doing a job on scaffolding. ||| A man doing construction.
1129,2,A brown dog running through the grass and flowers. A dog running in a field of grass and flowers. A dog running in shrubbery along a stream. A dog in a field. ||| Dogs look at a squirrel on a path.
1130,0,"Couple talking and looking in same direction, man is using a cellphone and wearing a gray sweatshirt woman is wearing a black coat. A man is standing next to a woman and he is holding an electronic device to his ear. A man on a cellphone standing with a woman. A young couple in a busy city ||| Guy listens."
1131,1,A group of people in an urban setting are all looking in the same direction. Smiling African-American man near a jewelry stall. A woman wearing a black shirt is laughing. A black man with black hair laughing. ||| Vendors selling wares.
1132,2,Two older women in bathing suits are intrigued by a man walking down the stairs with a white parachute over his head. Two women in bathing suits watching people on the steps with a huge white bubble. Two women in swimsuits by a bench are staring up at a giant white balloon. Old people sitting on a bench staring at an odd shaped balloon. ||| A man reading.
1133,2,A man in a black vest tries to open the window of a white and yellow van. A man looking out of the window of a vehicle. A man is looking outside his van. A man looking out of his window. ||| A man meditating.
1134,1,"While two students are jumping, others in a classroom are sitting or standing. Three teens are smiling and jumping in their classroom while another looks on. Four students posing for a picture inside of a classroom. Three students are celebrating in a classroom. ||| Kids jumping in the air."
1135,1,A young man in a white button shirt and black pants assesses a washer in a laundromat. A young man looks inside a washer at a laundromat. Two patrons are washing clothes at the laundromat. People are in a laundry mat washing clothes. ||| Men checking.
1136,1,A police officer is standing in a street full of parked cars posing beside his motorcycle. A smiling police officer is leaning on a police motorcycle outside. A police officer is on the street monitoring an event. A black man and a motorbike. ||| A policeman stands.
1137,2,"Three men in uniforms and hard hats, riding in a boat, in choppy water, had just passed under a roadway. Three construction workers are joking around on a boat, leaving the bridge that they are working on. Three men wearing hard hats and safety gear are on a boat and a bridge is in the background. A group of men in safety suits are on a boat near a bridge. ||| Some men lean on a fence."
1138,0,"A man on a soccer team with red jerseys is trying to keep the ball away from the opposing player in a yellow jersey. Two soccer players on opposing teams, one in a red jersey and one in yellow, pursuing a ball. Two soccer players, one in red and the other in yellow, battle for a soccer ball. A black man runs in front of a white man to block his kick during a soccer game. ||| Men playing soccer collide."
